program,plan,code,name_th,name_en,credits,year,semester,category,type,prerequisite,flexible_year_semester,primary_pages,other_pages,occurrences,status,note
DSBA,no_coop,06026204,เครือข่ายและความมั่นคงทางไซเบอร์เบื่องต้น,"INTRODUCTION TO NETWORKS AND
CYBERSECURITY",3(3-0-6),2,2,หมวดวิชาเฉพาะ,บังคับ,ไม่มี,,17;26;33;316,68,5,found,
DSBA,no_coop,06026207,ระบบฐานข้อมูลแบบโนเอสคิวแอล,NOSQL DATABASE SYSTEMS,3(2-2-5),2,2,หมวดวิชาเฉพาะ,บังคับ,ไม่มี,,18;321,68;354,4,found,
DSBA,no_coop,06026208,พื้นฐานวิทยาการข้อมูล,FUNDAMENTALS OF DATA SCIENCE,3(3-0-6),2,2,หมวดวิชาเฉพาะ,บังคับ,ไม่มี,,18;322,354,3,found,
DSBA,no_coop,06026209,การแสดงข้อมูลด้วยแผนภาพ,DATA VISUALIZATION,3(2-2-5),2,2,หมวดวิชาเฉพาะ,บังคับ,ไม่มี,,18;26;322,354,4,found,
DSBA,no_coop,06026210,การหาค่าที่เหมาะที่สุด,OPTIMIZATION,3(3-0-6),2,2,หมวดวิชาเฉพาะ,บังคับ,ไม่มี,,18;322,354,3,found,
DSBA,no_coop,06066102,ระบบสารสนเทศเพื่อการจัดการ,MANAGEMENT INFORMATION SYSTEMS,3(3-0-6),2,2,หมวดวิชาเฉพาะ,บังคับ,06066101,,18;318,73;353,4,found,
DSBA,no_coop,06066301,โครงสร้างข้อมูลและอัลกอริทึม,DATA STRUCTURES AND ALGORITHMS,3(2-2-5),2,2,หมวดวิชาเฉพาะ,บังคับ,ไม่มี,,18;319,73;353,4,found,
DSBA,no_coop,06026211,การเรียนรู้ของเครื่องเชิงประยุกต์,APPLIED MACHINE LEARNING,3(2-2-5),3,1,หมวดวิชาเฉพาะ,บังคับ,ไม่มี,,18;323,68;354,4,found,
DSBA,no_coop,06026212,การสร้างคลังข้อมูล,DATA WAREHOUSING,3(2-2-5),3,1,หมวดวิชาเฉพาะ,บังคับ,06066300,,18;323,27;69,4,found,
DSBA,no_coop,90644042,การสื่อสารและการนำเสนออย่างมืออาชีพ,"PROFESSIONAL COMMUNICATION AND
PRESENTATION",3(3-0-6),3,1,หมวดวิชาศึกษาทั่วไป,บังคับ,ไม่มี,,16;27;34;137;218;258;259,353,9,found,
DSBA,no_coop,06026213,ระบบข้อมูลมหัต,BIG DATA SYSTEMS,3(2-2-5),3,2,หมวดวิชาเฉพาะ,บังคับ,06066300,,19;28;324,,3,found,
DSBA,no_coop,06026214,โครงงานวิทยาการข้อมูลและการวิเคราะห์เชิงธุรกิจ 1,"PROJECT IN DATA SCIENCE AND BUSINESS
ANALYTICS 1",3(0-9-0),3,2,หมวดวิชาเฉพาะ,บังคับ,ไม่มี,,19;35;324,28;325;354,7,found,
DSBA,no_coop,06066100,การบริหารโครงการเทคโนโลยีสารสนเทศ,"INFORMATION TECHNOLOGY PROJECT
MANAGEMENT",3(3-0-6),3,2,หมวดวิชาเฉพาะ,บังคับ,ไม่มี,,17;28;35,73;353,5,found,
DSBA,no_coop,90643021,ผู้ประกอบการสมัยใหม่,MODERN ENTREPRENEURS,3(3-0-6),3,2,หมวดวิชาศึกษาทั่วไป,บังคับ,ไม่มี,,16;28;35;134;201;255;257;258;272,353,11,found,
DSBA,no_coop,06026215,โครงงานวิทยาการข้อมูลและการวิเคราะห์เชิงธุรกิจ 2,"PROJECT IN DATA SCIENCE AND BUSINESS
ANALYTICS 2",3(0-9-0),4,1,หมวดวิชาเฉพาะ,บังคับ,06026214,,19;29;36;325,354,5,found,
DSBA,no_coop,06026216,ปัญญาประดิษฐ์,ARTIFICIAL INTELLIGENCE,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",19;325,69;354,4,found,
DSBA,no_coop,06026217,การเรียนรู้ของเครื่อง,MACHINE LEARNING,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",19;326,69;354,4,found,
DSBA,no_coop,06026218,การเรียนรู้เชิงลึก,DEEP LEARNING,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",19;326,354,3,found,
DSBA,no_coop,06026219,การประมวลผลภาษาธรรมชาติ,NATURAL LANGUAGE PROCESSING,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",19;326,354,3,found,
DSBA,no_coop,06026220,การทำเหมืองข้อมูลกระบวนการ,PROCESS MINING,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",19;327,354,3,found,
DSBA,no_coop,06026221,การค้นคืนสารสนเทศ,INFORMATION RETRIEVAL,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",19;327,,2,found,
DSBA,no_coop,06026222,คอมพิวเตอร์วิชัน,COMPUTER VISION,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",19;328;354,,3,found,
DSBA,no_coop,06026223,การประมวลผลภาพ,IMAGE PROCESSING,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",19;328,354,3,found,
DSBA,no_coop,06026224,การแปลงข้อมูลและการรู้จำรูปภาพ,IMAGE TRANSFORMATION AND RECOGNITION,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",19;328,354,3,found,
DSBA,no_coop,06026225,การเรียนรู้เชิงลึกสำหรับการวิเคราะห์ภาพและวิดีโอทางการแพทย์,"DEEP LEARNING IN MEDICAL IMAGE AND VIDEO
ANALYSIS",3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",19;329,70;354,4,found,
DSBA,no_coop,06026226,หัวข้อพิเศษทางวิทยาการข้อมูล 1,SPECIAL TOPICS IN DATA SCIENCE 1,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",19;329,354,3,found,
DSBA,no_coop,06026227,หัวข้อพิเศษทางวิทยาการข้อมูล 2,SPECIAL TOPICS IN DATA SCIENCE 2,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",20;330,354,3,found,
DSBA,no_coop,06026228,ปฏิบัติการพิเศษทางวิทยาการข้อมูล 1,SPECIAL WORKSHOP IN DATA SCIENCE 1,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",20;330,355,3,found,
DSBA,no_coop,06026229,ปฏิบัติการพิเศษทางวิทยาการข้อมูล 2,SPECIAL WORKSHOP IN DATA SCIENCE 2,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",20;330,70;355,4,found,
DSBA,no_coop,06026230,อนุกรมเวลาและการพยากรณ์,TIME SERIES AND FORECASTING,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",20;330;355,70,4,found,
DSBA,no_coop,06026231,สถิติเชิงเบย์,BAYESIAN STATISTICS,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",20;331;355,,3,found,
DSBA,no_coop,06026232,กระบวนการสโตแคสติกเบื้องต้น,INTRODUCTION TO STOCHASTIC PROCESS,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",20;331;355,70,4,found,
DSBA,no_coop,06026233,การวิเคราะห์ข้อมูลหลายตัวแปร,MULTIVARIATE DATA ANALYSIS,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",20;331;355,,3,found,
DSBA,no_coop,06026234,การออกแบบการทดลอง,EXPERIMENTAL DESIGN,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",20;332;355,,3,found,
DSBA,no_coop,06026235,หัวข้อพิเศษทางการวิเคราะห์เชิงสถิติ 1,SPECIAL TOPICS IN STATISTICAL ANALYTICS 1,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",20;332,355,3,found,
DSBA,no_coop,06026236,หัวข้อพิเศษทางการวิเคราะห์เชิงสถิติ 2,SPECIAL TOPICS IN STATISTICAL ANALYTICS 2,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",20;332,355,3,found,
DSBA,no_coop,06026237,ปฏิบัติการพิเศษทางการวิเคราะห์เชิงสถิติ 1,SPECIAL WORKSHOP IN STATISTICAL ANALYTICS 1,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",20;333,355,3,found,
DSBA,no_coop,06026238,ปฏิบัติการพิเศษทางการวิเคราะห์เชิงสถิติ 2,SPECIAL WORKSHOP IN STATISTICAL ANALYTICS 2,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",20;333,355,3,found,
DSBA,no_coop,06026239,สถิาปัตยกรรมข้อมูลแบบไปป์ไลน์,DATA PIPELINE ARCHITECTURE,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",20;333,71;355,4,found,
DSBA,no_coop,06026240,การพัฒนาระบบอัจฉริยะ,INTELLIGENT SYSTEM DEVELOPMENT,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",20;334;355,,3,found,
DSBA,no_coop,06026241,การดำเนินงานการเรียนรู้ของเครื่อง,MACHINE LEARNING OPERATIONS,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",21;334,71;355,4,found,
DSBA,no_coop,06026242,โครงสร้างพื้นฐานด้านเทคโนโลยีกลุ่มเมฆ,CLOUD TECHNOLOGY INFRASTRUCTURE,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",21;334,71;355,4,found,
DSBA,no_coop,06026243,ระบบฐานข้อมูลขั้นสูง,ADVANCED DATABASE SYSTEMS,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",21;335;355,,4,found,
DSBA,no_coop,06026244,การดูแลและบำรุงรักษาระบบฐานข้อมูล,"DATABASE SYSTEM MAINTENANCE AND
ADMINISTRATION",3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",21;335,,2,found,
DSBA,no_coop,06026245,ระบบข้อมูลแบบกระจาย,DISTRIBUTED DATABASE SYSTEMS,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",21;336,355,3,found,
DSBA,no_coop,06026246,หัวข้อพิเศษทางวิศวกรรมข้อมูล 1,SPECIAL TOPICS IN DATA ENGINEERING 1,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",21;336,355,3,found,
DSBA,no_coop,06026247,หัวข้อพิเศษทางวิศวกรรมข้อมูล 2,SPECIAL TOPICS IN DATA ENGINEERING 2,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",21;336,355,3,found,
DSBA,no_coop,06026248,ปฏิบัติการพิเศษทางวิศวกรรมข้อมูล 1,SPECIAL WORKSHOP IN DATA ENGINEERING 1,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",21;337,355,3,found,
DSBA,no_coop,06026249,ปฏิบัติการพิเศษทางวิศวกรรมข้อมูล 2,SPECIAL WORKSHOP IN DATA ENGINEERING 2,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",21;337,355,3,found,
DSBA,no_coop,06026250,วิทยาการข้อมูลสำหรับธุรกิจ,DATA SCIENCE FOR BUSINESS,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",21;337,355,3,found,
DSBA,no_coop,06026251,บัญชีการเงิน,FINANCIAL ACCOUNTING,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",21;338;355,72,4,found,
DSBA,no_coop,06026252,การวิเคราะห์ด้านการเงิน,FINANCIAL ANALYTICS,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",21;338;356,,3,found,
DSBA,no_coop,06026253,การวิเคราะห์ด้านการตลาด,MARKETING ANALYTICS,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",21;338;356,,3,found,
DSBA,no_coop,06026254,เทคโนโลยีสุขภาพสนเทศศาสตร์เบื้องต้น,INTRODUCTION TO HEALTH ANALYTICS,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",21;339;356,72,4,found,
DSBA,no_coop,06026255,การได้มาและการจัดการข้อมูลทางด้านคลินิก,CLINICAL DATA ACQUISITION AND MANAGEMENT,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",22;339,356,3,found,
DSBA,no_coop,06026256,การจัดการการปฏิบัติการ,OPERATIONS MANAGEMENT,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",22;340;356,,3,found,
DSBA,no_coop,06026257,การบริหารเชิงกลยุทธ์และสมรรถะของธุรกิจ,"BUSINESS STRATEGIC AND PERFORMANCE
MANAGEMENT",3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",22;340,72;356,4,found,
DSBA,no_coop,06026258,การวิเคราะห์เครือข่ายสังคม,SOCIAL NETWORK ANALYSIS,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",22;341,356,3,found,
DSBA,no_coop,06026259,สหกิจศึกษาทางวิทยาการข้อมูลและการวิเคราะห์เชิงธุรกิจ,"COOPERATIVE EDUCATION IN DATA
SCIENCE AND BUSINESS ANALYTICS",6(0-35-0),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",22;36;341,72;356,5,found,
DSBA,no_coop,06026260,สหกิจศึกษาต่างประเทศทางวิทยาการข้อมูลและการวิเคราะห์เชิงธุรกิจ,"OVERSEA COOPERATIVE EDUCATION IN DATA
SCIENCE AND BUSINESS ANALYTICS",6(0-35-0),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2, 4/1",22;341,36;72;356,5,found,
