program,plan,code,name_th,name_en,credits,year,semester,category,type,prerequisite,flexible_year_semester,primary_pages,other_pages,occurrences,status,note
AIT,,90641006,โครงงานกลุ่ม 3,TEAM-PROJECT 3,1(0-2-1),3,2,หมวดวิชาศึกษาทั่วไป,บังคับ,ไม่มี,,18;118;144;233;234,25;119;120;235,11,found,
AIT,,06046442,โครงงานเทคโนโลยีปัญญาประดิษฐ์ 2,PROJECT IN ARTIFICIAL INTELLIGENCE TECHNOLOGY 2,3(0-9-0),4,1,หมวดวิชาเฉพาะ,บังคับ,ไม่มี,,22;26;303,40,4,found,
AIT,,06046416,การเรียนรู้เชิงลึกสำหรับคอมพิวเตอร์วิทัศน์,DEEP LEARNING FOR COMPUTER VISION,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2",21;296,38,3,found,
AIT,,06046417,การประมวลผลภาพ,IMAGE PROCESSING,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2",21;297,38,3,found,
AIT,,06046418,การระบุตำแหน่งและการสร้างแผนที่ของหุ่นยนต์,ROBOT LOCALIZATION AND MAPPING,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2",21;298,39,3,found,
AIT,,06046419,การเรียนรู้แบบเสริมกำลัง,REINFORCEMENT LEARNING,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2",21;298,39,3,found,
AIT,,06046420,ระบบให้คำแนะนำอัจฉริยะ,INTELLIGENT RECOMMENDATION SYSTEMS,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2",21;298,39,3,found,
AIT,,06046421,การประมวลผลภาษาธรรมชาติขั้นสูง,ADVANCED NATURAL LANGUAGE PROCESSING,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2",21;299,39,3,found,
AIT,,06046422,จริยธรรมด้านปัญญาประดิษฐ์,ARTIFICIAL INTELLIGIENCE ETHICS,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2",21;299,39,3,found,
AIT,,06046423,การออกแบบบริการด้านปัญญาประดิษฐ์,ARTIFICIAL INTELLIGIENCE SERVICE DESIGN,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2",21;300,39,3,found,
AIT,,06046424,ตรรกะและการแทนความรู้,LOGIC AND KNOWLEDGE REPRESENTATION,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2",21;300,39,3,found,
AIT,,06046425,โมเดลแบบกำเนิด,GENERATIVE MODEL,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2",21;300,39,3,found,
AIT,,06046430,หัวข้อคัดสรรด้านปัญญาประดิษฐ์ 1,SELECTED TOPICS IN ARTIFICIAL INTELLIGENCE 1,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2",21;301,39,3,found,
AIT,,06046431,หัวข้อคัดสรรด้านปัญญาประดิษฐ์ 2,SELECTED TOPICS IN ARTIFICIAL INTELLIGENCE 2,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2",21;301,39,3,found,
AIT,,06046432,หัวข้อคัดสรรด้านปัญญาประดิษฐ์ 3,SELECTED TOPICS IN ARTIFICIAL INTELLIGENCE 3,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2",21;301,40,3,found,
AIT,,06046433,หัวข้อคัดสรรด้านปัญญาประดิษฐ์ 4,SELECTED TOPICS IN ARTIFICIAL INTELLIGENCE 4,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2",21;301,40,3,found,
AIT,,06046434,หัวข้อคัดสรรด้านปัญญาประดิษฐ์ 5,SELECTED TOPICS IN ARTIFICIAL INTELLIGENCE 5,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2",21;302,40,3,found,
AIT,,06046435,หัวข้อคัดสรรด้านปัญญาประดิษฐ์ 6,SELECTED TOPICS IN ARTIFICIAL INTELLIGENCE 6,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/1, 3/2",21;302,40,3,found,
