program,plan,code,name_th,name_en,credits,year,semester,category,type,prerequisite,flexible_year_semester,primary_pages,other_pages,occurrences,status,note
IT,no_coop,06016421,ความมั่นคงปลอดภัยโครงสร้างพื้นฐานทางเทคโนโลยีสารสนเทศ,INFORMATION TECHNOLOGY INFRASTRUCTURE SECURITY,3(3-0-6),3,1,หมวดวิชาเฉพาะ,บังคับ,ไม่มี,,25;35;42;333,,4,found,
IT,no_coop,06016422,อินเทอร์เน็ตของสรรพสิ่ง,INTERNET OF THINGS,3(2-2-5),3,1,หมวดวิชาเฉพาะ,บังคับ,06016413,,25;35;42;333,84,5,found,
IT,no_coop,06016423,การออโตเมชั่นและโครงสร้างพื้นฐานที่สามารถโปรแกรมได้,INFRASTRUCTURE PROGRAMMABILITY AND AUTOMATION,3(2-2-5),3,1,หมวดวิชาเฉพาะ,บังคับ,06016413,,25;35;42;334,,4,found,
IT,no_coop,06016426,คอมพิวเตอร์กราฟิกส์และแอนิเมชัน,COMPUTER GRAPHICS AND ANIMATION,3(2-2-5),3,1,หมวดวิชาเฉพาะ,บังคับ,ไม่มี,,26;35;42;335,84,5,found,
IT,no_coop,06016427,การออกแบบและพัฒนาเกมเบื้องต้น,INTRODUCTION TO GAME DESIGN AND DEVELOPMENT,3(2-2-5),3,1,หมวดวิชาเฉพาะ,บังคับ,ไม่มี,,26;35;42;335,84,5,found,
IT,no_coop,06016418,การพัฒนาเว็บฝั่งเซิร์ฟเวอร์,SERVER-SIDE WEB DEVELOPMENT,3(2-2-5),3,1,หมวดวิชาเฉพาะ,บังคับ,06016408,,25;26;35;42;331,84,8,found,
IT,no_coop,06066100,การบริหารโครงการเทคโนโลยีสารสนเทศ,INFORMATION TECHNOLOGY PROJECT MANAGEMENT,3(3-0-6),3,2,หมวดวิชาเฉพาะ,บังคับ,ไม่มี,,23;36;44;357,87;375,6,found,
IT,no_coop,90642033,กฎหมายสำหรับคนรุ่นใหม่,LAW FOR NEW GENERATION,3(3-0-6),3,2,หมวดวิชาศึกษาทั่วไป,บังคับ,ไม่มี,,22;36;137;269,373,5,found,
IT,no_coop,90644042,การสื่อสารและการนำเสนออย่างมืออาชีพ,PROFESSIONAL COMMUNICATION AND PRESENTATION,3(3-0-6),3,2,หมวดวิชาศึกษาทั่วไป,บังคับ,ไม่มี,,22;36;44;148,229;373,6,found,
IT,no_coop,06016406,โครงงาน 1,PROJECT 1,3(0-9-0),4,1,หมวดวิชาเฉพาะ,บังคับ,ไม่มี,,23;37;43;326,83,7,found,
IT,no_coop,90643021,ผู้ประกอบการสมัยใหม่,MODERN ENTREPRENEURS,3(3-0-6),4,1,หมวดวิชาศึกษาทั่วไป,บังคับ,ไม่มี,,22;37;43;269,212;373,6,found,
IT,no_coop,06016407,โครงงาน 2,PROJECT 2,3(0-9-0),4,2,หมวดวิชาเฉพาะ,บังคับ,06016406,,23;326,83,3,found,
IT,no_coop,06016428,การพัฒนาและออกแบบโปรแกรมบริการแบบจุลภาค,MICROSERVICE DESIGN AND DEVELOPMENT,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",26;29;335,85;378,5,found,
IT,no_coop,06016429,การพัฒนาเว็บฝั่งไคลเอนต์,CLIENT-SIDE WEB DEVELOPMENT,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,06066302,"3/2, 4/1, 4/2",26;29;336,378,4,found,
IT,no_coop,06016430,การพัฒนาคลาวด์แอปพลิเคชัน,CLOUD APPLICATION DEVELOPMENT,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,06016404,"3/2, 4/1, 4/2",26;336,29;378,4,found,
IT,no_coop,06016431,การโปรแกรมอุปกรณ์เคลื่อนที่,MOBILE DEVICE PROGRAMMING,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",26;336,378,3,found,
IT,no_coop,06016432,การทวนสอบและตรวจสอบซอฟต์แวร์,SOFTWARE VERIFICATION AND VALIDATION,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,06016413,"3/2, 4/1, 4/2",26;337,378,3,found,
IT,no_coop,06016433,การทดสอบอัตโนมัติในรูปแบบอไจล์,AUTOMATION TESTING IN AGILE,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",26;337;378,85,4,found,
IT,no_coop,06016434,การทดสอบการยอมรับของเว็บ,WEB ACCEPTANCE TESTING,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",26;338,379,3,found,
IT,no_coop,06016435,องค์ประกอบสำคัญของวิทยาการข้อมูล,ELEMENTS OF DATA SCIENCE,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",26;338,379,3,found,
IT,no_coop,06016436,การแสดงข้อมูลด้วยแผนภาพ,DATA VISUALIZATION,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",26;338,379,3,found,
IT,no_coop,06016437,โครงสร้างพื้นฐานที่น่าเชื่อถือและขยายตัวได้,RELIABLE AND SCALABLE INFRASTRUCTURE,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",26;339,85;379,4,found,
IT,no_coop,06016438,ความปลอดภัยสำหรับระบบคลาวด์,CLOUD SECURITY,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",26;339,379,3,found,
IT,no_coop,06016439,เทคโนโลยีเครือข่ายไร้สาย,WIRELESS NETWORK TECHNOLOGY,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",26;29;339,85;379,5,found,
IT,no_coop,06016440,การออกแบบเครือข่ายสารสนเทศ,INFORMATION NETWORK DESIGN,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",26;29;340,85;379,5,found,
IT,no_coop,06016441,ประสิทธิภาพเครือข่ายและระบบ,NETWORK AND SYSTEM PERFORMANCE,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",27;340,29;379,4,found,
IT,no_coop,06016442,การออกแบบฮาร์ดแวร์สำหรับอินเทอร์เน็ตแห่งสรรพสิ่ง,INTERNET OF THINGS HARDWARE DESIGN,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",27;341,85;379,4,found,
IT,no_coop,06016443,การวิเคราะห์ข้อมูลและแอปพลิเคชันสำหรับอินเตอร์เน็ตแห่งสรรพสิ่ง,INTERNET OF THINGS DATA ANALYTICS AND APPLICATIONS,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",27;341,85;379,4,found,
IT,no_coop,06016444,การออกแบบเว็บ,WEB DESIGN,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,06066302,"3/2, 4/1, 4/2",27;342,85;379,4,found,
IT,no_coop,06016445,การเขียนสคริปต์ขั้นสูงสำหรับการออกแบบ,ADVANCED SCRIPTING FOR DESIGN,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",27;342,379,3,found,
IT,no_coop,06016446,การออกแบบเกม,GAME DESIGN,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",27;29;342,379,4,found,
IT,no_coop,06016447,การพัฒนาเกมขั้นต้นด้วยเกมเอนจิ้น,FUNDAMENTAL GAME DEVELOPMENT WITH GAME ENGINE,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",27;29;343,344;379,8,found,
IT,no_coop,06016448,การพัฒนาเกมขั้นสูงด้วยเกมเอนจิ้น,ADVANCED GAME DEVELOPMENT WITH GAME ENGINE,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,06016447,"3/2, 4/1, 4/2",27;343,29;379,4,found,
IT,no_coop,06016449,เกมมิฟิเคชัน,GAMIFICATION,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",27;343,86;379,4,found,
IT,no_coop,06016450,การพัฒนาเกมด้วยเทคโนโลยีเสมือนจริง,GAME DEVELOPMENT WITH REALITY TECHNOLOGY,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,06016447,"3/2, 4/1, 4/2",27;344,379,3,found,
IT,no_coop,06016451,การบริหารทรัพยากรองค์กร,ENTERPRISE RESOURCE PLANNING,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",27;344,86;379,4,found,
IT,no_coop,06016452,การจัดการห่วงโซ่อุปทานและโลจิสติกส์,SUPPLY CHAIN MANAGEMENT AND LOGISTICS,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",27;344,379,3,found,
IT,no_coop,06016453,การบริหารระบบลูกค้าสัมพันธ์,CUSTOMER RELATIONSHIP MANAGEMENT,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",27;345,379,3,found,
IT,no_coop,06016454,เครื่องมือยูเอ็กซ์และการพัฒนาซอฟต์แวร์สำหรับธุรกิจดิจิทัล,"UX TOOLS AND SOFTWARE DEVELOPMENT FOR DIGITAL
BUSINESS",3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",27,86;345;379,4,found,
IT,no_coop,06016455,การวิเคราะห์พฤติกรรมลูกค้า,CUSTOMER BEHAVIOR ANALYSIS,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",27;346,379,3,found,
IT,no_coop,06016456,แบบจำลองธุรกิจ,BUSINESS MODEL,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,06066101,"3/2, 4/1, 4/2",27;346,86;379,4,found,
IT,no_coop,06016457,ระบบฐานข้อมูลขั้นสูง,ADVANCED DATABASE SYSTEMS,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,06066300,"3/2, 4/1, 4/2",27;347,86;379,4,found,
IT,no_coop,06016458,การดูแลและบำรุงรักษาระบบฐานข้อมูล,DATABASE SYSTEM MAINTENANCE AND ADMINISTRATION,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,06066300,"3/2, 4/1, 4/2",27;347,86;379,4,found,
IT,no_coop,06016459,การรับรองมาตรฐานและคุณภาพซอฟต์แวร์,SOFTWARE STANDARD AND QUALITY ASSURANCE,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",27;348,379,3,found,
IT,no_coop,06016460,ปัญญาประดิษฐ์,ARTIFICIAL INTELLIGENCE,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",28;348,379,3,found,
IT,no_coop,06016461,การประมวลผลภาษาธรรมชาติเบื้องต้น,INTRODUCTION TO NATURAL LANGUAGE PROCESSING,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",28;348,379,3,found,
IT,no_coop,06016462,เทคโนโลยีสื่อสารการเคลื่อนที่,MOBILE COMMUNICATION TECHNOLOGY,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",28;349,86;379,4,found,
IT,no_coop,06016463,เทคโนโลยีการคำนวณด้วยคอมพิวเตอร์แบบผสมผสาน,HYBRID COMPUTING TECHNOLOGY,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",28;349,86;379,4,found,
IT,no_coop,06016464,ความมั่นคงปลอดภัยไซเบอร์ทางปฏิบัติ,PRACTICAL CYBER SECURITY,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",28;350,379,3,found,
IT,no_coop,06016465,การออกแบบศูนย์ข้อมูล,DATA CENTER DESIGN,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",28;350,379,3,found,
IT,no_coop,06016466,การแก้ไขปัญหาระบบและเครือข่าย,NETWORK AND SYSTEM TROUBLE SHOOTING,3(0-6-3),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",28;351,87;379,4,found,
IT,no_coop,06016467,การแปลงข้อมูลและการรู้จำรูปภาพ,IMAGE TRANSFORMATION AND RECOGNITION,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",28;351,379,3,found,
IT,no_coop,06016468,การเรียนรู้เชิงลึกสำหรับการวิเคราะห์ภาพและวีดิโอทางการแพทย์,DEEP LEARNING IN MEDICAL IMAGE AND VIDEO ANALYSIS,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",28;351,380,3,found,
IT,no_coop,06016469,การวิเคราะห์ข้อมูลสุขภาพเบื้องต้น,INTRODUCTION TO HEALTHCARE DATA ANALYTICS,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",28;352,87;380,4,found,
IT,no_coop,06016470,การได้มาและการจัดการข้อมูลทางด้านคลินิก,CLINICAL DATA ACQUISITION AND MANAGEMENT,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",28;352,87;380,4,found,
IT,no_coop,06016471,การวิเคราะห์ข้อมูลขนาดใหญ่,BIG DATA ANALYSIS,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",28;353,87;380,4,found,
IT,no_coop,06016472,กระบวนการอัตโนมัติด้วยโรบอต,ROBOTIC PROCESS AUTOMATION,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",28;353,87;380,4,found,
IT,no_coop,06016473,หัวข้อพิเศษทางด้านเทคโนโลยีสารสนเทศ 1,SPECIAL TOPICS IN INFORMATION TECHNOLOGY 1,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",28;354,87;380,4,found,
IT,no_coop,06016474,หัวข้อพิเศษทางด้านเทคโนโลยีสารสนเทศ 2,SPECIAL TOPICS IN INFORMATION TECHNOLOGY 2,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",28;354,380,3,found,
IT,no_coop,06016475,หัวข้อพิเศษทางด้านเทคโนโลยีสารสนเทศ 3,SPECIAL TOPICS IN INFORMATION TECHNOLOGY 3,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",28;354,87;380,4,found,
IT,no_coop,06016476,หัวข้อพิเศษทางด้านเทคโนโลยีสารสนเทศ 4,SPECIAL TOPICS IN INFORMATION TECHNOLOGY 4,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",28;354,87;380,4,found,
IT,no_coop,06016477,ปฏิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 1,SPECIAL WORKSHOP IN INFORMATION TECHNOLOGY 1,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",28;355,87;380,4,found,
IT,no_coop,06016478,ปฏิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 2,SPECIAL WORKSHOP IN INFORMATION TECHNOLOGY 2,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",29;355,87;380,4,found,
IT,no_coop,06016479,ปฏิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 3,SPECIAL WORKSHOP IN INFORMATION TECHNOLOGY 3,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",29;355,87;380,4,found,
IT,no_coop,06016480,ปฏิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 4,SPECIAL WORKSHOP IN INFORMATION TECHNOLOGY 4,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,"3/2, 4/1, 4/2",29;355,87;380,4,found,
