program,plan,code,name_th,name_en,credits,year,semester,category,type,prerequisite,flexible_year_semester,primary_pages,other_pages,occurrences,status,note
BIT,coop,06036106,การจัดการข้อมูลธุรกิจและเทคโนโลยีเกิดใหม่,MANAGING BUSINESS INFORMATION AND EMERGING TECHNOLOGIES,3(3-0-6),3,2,หมวดวิชาเฉพาะ,บังคับ,ไม่มี,,22;29;34;241,74,5,found,
BIT,coop,06036116,การตลาดเชิงดิจิทัล,DIGITAL MARKETING,,3,2,หมวดวิชาเฉพาะ,บังคับ,ไม่มี,,22;29;34;245,75;269,6,found,
BIT,coop,96643021,ผู้ประกอบการสมัยใหม่,MODERN ENTREPRENEURS,3(3-0-6),3,2,หมวดวิชาศึกษาทั่วไป,บังคับ,ไม่มี,,21;29;34;129,267,5,found,
BIT,coop,06036115,ความมั่นคงของระบบสารสนเทศ,INFORMATION SYSTEM SECURITY,3(3-0-6),4,1,หมวดวิชาเฉพาะ,บังคับ,ไม่มี,,22;29;35;245,269,5,found,
BIT,coop,96642033,กฎหมายสำหรับคนรุ่นใหม่,LAW FOR NEW GENERATION,3(3-0-6),4,1,หมวดวิชาศึกษาทั่วไป,บังคับ,ไม่มี,,21;29;35;125,267,5,found,
BIT,coop,06036126,วิศวกรรมความต้องการ,REQUIREMENT ENGINEERING,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,4/2,23;249,75,3,found,
BIT,coop,06036127,ระบบฐานข้อมูลขั้นสูง,ADVANCED DATABASE SYSTEMS,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,06036112,4/2,23;249,75,3,found,
BIT,coop,06036128,การเรียนรู้ของเครื่องจักร,MACHINE LEARNING,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,4/2,23;250,75,3,found,
BIT,coop,06036129,การกำกับดูแลด้านเทคโนโลยีสารสนเทศ,INFORMATION TECHNOLOGY GOVERNANCE,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,4/2,23;250,75,3,found,
BIT,coop,06036130,เทคโนโลยีเชิงอ็อบเจกต์,OBJECT ORIENTED TECHNOLOGY,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,4/2,24;251,75;273,4,found,
BIT,coop,06036131,การพัฒนาโปรแกรมประยุกต์บนอุปกรณ์เคลื่อนที่,MOBILE APPLICATION DEVELOPMENT,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,4/2,24;251,272,3,found,
BIT,coop,06036132,หัวข้อพิเศษทางด้านเทคโนโลยีสารสนเทศทางธุรกิจ 1,SPECIALTOPICS IN BUSINESS INFORMATION TECHNOLOGY1,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,4/2,24;251,76;273,4,found,
BIT,coop,06036133,หัวข้อพิเศษทางด้านเทคโนโลยีสารสนเทศทางธุรกิจ 2,SPECIALTOPICS IN BUSINESS INFORMATION TECHNOLOGY2,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,4/2,24;252,76;273,4,found,
BIT,coop,06036134,ปฏิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศทางธุรกิจ 1,SPECIAL WORKSHOP IN BUSINESS INFORMATION TECHNOLOGY1,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,4/2,24;252,76,3,found,
BIT,coop,06036135,ปฏิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศทางธุรกิจ 2,SPECIAL WORKSHOP IN BUSINESS INFORMATION TECHNOLOGY2,3(2-2-5),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,4/2,24,76;252;274,4,found,
BIT,coop,06036136,กระบวนการอัตโนมัติด้วยโรบอตสำหรับธุรกิจ,ROBOTIC PROCESS AUTOMATION FOR BUSINESS,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,4/2,24;252,271,3,found,
BIT,coop,06036137,การวิเคราะห์ธุรกิจและการพัฒนาข้อกำหนด,BUSINESS ANALYSIS AND DEVELOPING REQUIREMENTS,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,4/2,24;253,76;271,4,found,
BIT,coop,06036138,การจัดการความรู้ระดับองค์กร,ORGANIZATIONAL KNOWLEDGE MANAGEMENT,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,4/2,24;253,76,3,found,
BIT,coop,06036139,การบริหารระบบลูกค้าสัมพันธ์,CUSTOMER RELATIONSHIP MANAGEMENT,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,4/2,24;253,,2,found,
BIT,coop,06036140,การจัดการโซ่อุปทานและโลจิสติกส์,SUPPLY CHAIN MANAGEMENT AND LOGISTICS,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,4/2,24;254,,2,found,
BIT,coop,06036141,เครื่องมือและเทคนิคสำหรับการตลาดเชิงดิจิทัล,DIGITAL MARKETING TOOLS AND TECHNIQUES,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,4/2,25;254,76,3,found,
BIT,coop,06036142,การตลาดเชิงดิจิทัลขั้นสูง,ADVANCED DIGITAL MARKETING,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,4/2,25;255,,2,found,
BIT,coop,06036143,การเก็บความต้องการและสร้างต้นแบบในด้านยูเอ็กซ์ยูไอ,UX/UI REQUIREMENT AND PROTOTYPING,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,4/2,25;255,76;272,4,found,
BIT,coop,06036144,การประเมินส่วนต่อประสานผู้ใช้,EVALUATING USERINTERFACE,3(3-0-6),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,4/2,25;255,,2,found,
BIT,coop,06036145,โครงงานทางด้านเทคโนโลยีสารสนเทศเชิงธุรกิจ 1,PROJECT IN BUSINESS INFORMATION TECHNOLOGY 1,3(0-9-0),0,0,หมวดวิชาเฉพาะ,เลือก,ไม่มี,,22;29;256,,5,found,
BIT,coop,06036146,โครงงานทางด้านเทคโนโลยีสารสนเทศเชิงธุรกิจ 2,PROJECT IN BUSINESS INFORMATION TECHNOLOGY 2,3(0-9-0),0,0,หมวดวิชาเฉพาะ,เลือก,06036145,,23;29;256,,3,found,
